date,headline
20121025,Foreign Institutional Investors buy over $4 billion sensex stocks in Q2
20121025,Sensex rises 31 points in early trade
20121025,Sensex up 49 points on good corporate earnings
20121026,Sensex down 75 points on profit-booking
20121026,Sensex down 94 points on profit booking
20121026,Sensex falls 133 points before RBI meet; weak global market
20121029,Sensex up 85 points in early trade ahead of RBI policy review
20121029,Sensex trims initial gains; still up 71 points
20121029,Sensex erases gains; closes 10 points up ahead of RBI policy meet
20121030,Sensex rises marginally ahead of RBI policy
20121030,Sensex surrenders initial gains on RBI policy; down 195 points
20121031,Sensex dives 205 points as RBI holds rates
20121031,Sensex up 43 points in early trade
20121101,Sensex down 44 points in early trade
20121102,Sensex up 161 points in early trade
20121105,Sensex down by 14 points in opening trade
20121105,Sensex recovers after initial losses; up 16 points
20121106,Sensex up by 48 points in early trade
20121107,Sensex down 24 points in opening trade on profit-booking
20121108,Sensex rallies as QE3 fears end
20121108,Sensex down 166 points on global cues
20121109,Sensex marginally up 18 points in early trade
20121112,Sensex gains 44 points in early trade
20121112,Samvat 2068 ends on lower note; Sensex down 13 points
20121113,Samvat 2069: Sensex opens 60 points higher in Muhurat trade
20121113,Sensex ends muhurat trading of Samvat 2069 in red
20121114,Sensex likely to touch 24;000-mark in Samvat 2069: Experts
20121115,Cautious start to year of hope as sensex ends in red in muhurat trading
20121115,Sensex sheds 168 points in opening trade
20121115,Markets fall for 5th day; Sensex tanks 147 points on weak global cues
20121115,Sensex tanks 147 pts on weak global cues
20121116,Sensex falls on fears of US fiscal cliff
20121116,Sensex rebounds; up 45 points
20121116,Sensex near 2-month lows; drops 162 points as rate-sensitives fall
20121117,Sensex drops to two-month low of 18;309
20121119,Sensex gains 56 points in early trade
20121119,Sensex ends six-day losing run; up 30 points
20121119,Sensex ends six-day losing run; up 30 points
20121120,Sensex up 116 points in morning trade
20121121,Sensex up 65 points in early trade
20121122,Sensex up 64 points in early trade on reform hopes
20121122,Sensex sheds early gains; still up 47 points
20121123,Sensex up 32 points in early trade
20121126,Sensex up 76 points in opening trade
20121127,Sensex extends gains; surges by 111 points in early trade
20121127,Sensex rallies by 222 points on all-round buying
20121128,Sensex soars 305 pts on retail FDI hope
20121129,Sensex up over 105 in early trade
20121130,Sensex tops 19000 on FDI buzz; upgrade by Goldman
20121130,Sensex extends gains; surges by 142 points ahead of GDP data
20121201,Sensex may hit 20;800 by Dec 2013: Citigroup
20121203,Sensex up 68 points in early trade
20121203,After initial gains; Sensex down by 33 pts
20121204,Sensex down 31 points in opening trade
20121204,Sensex recovers by 23 points
20121205,Sensex trims initial gains; still up by 40 points
20121206,Sensex rises 100 points in early trade
20121207,Sensex ends higher on positive retail FDI vote
20121207,Sensex rises 75 pts ahead of FDI vote in Rajya Sabha
20121210,Sensex up 45 points in early trade
20121210,Sensex trims early gains; still up 21 points
20121211,Sensex rebounds; up 194 points in early trade
20121212,S&P cautious; Moody's upbeat
20121212,Sensex up 92 points in early trade ahead of IIP data
20121213,Sensex up 66 points in early trade
20121214,Sensex down 19 points in early trade
20121217,Sensex down by 33 points in early trade
20121218,Sensex up over 74 points in early trade ahead of RBI policy
20121219,Sensex gains 122 points in early trade
20121219,Sensex continues to rule firm in late morning; up 98 pts
20121220,Sensex falls 57 points in early trade
20121221,Sensex down 115 points in early trade
20121221,Sensex drops by 135 points in late morning on weak global cues
20121222,Sensex dives 212 points on US fiscal cliff fears
20121222,Sensex fails to maintain mid-week gains; loses 75 points
20121224,Sensex gains 106 points in early trade
20121224,Sensex ends 13 points up in listless trade; IT stocks rise
20121226,Sensex rises 66 points in early trade
20121227,Sensex up 87 points in early trade
20121228,Sensex up 96 points in early trade
20121228,Sensex surges 121 points; RIL; ONGC among major gainers
20121228,Sensex surges 121 pts; RIL; ONGC among gainers
20121231,Sensex up 27 points in opening trade
20121231,Sensex declines 18 points on last day of 2012 trading
20130101,Sensex up 26% in 2012; best in 3 years
20130101,Sensex starts New Year on promising note; surges 132 points
20130101,Sensex surges by 152 points in late morning trade
20130101,Sensex starts New Year on promising note; surges 132 points
20130101,Sensex gains 154 points
20130102,Sensex hits 20-month high on hope of US deal
20130102,Sensex gains 144 points in early trade
20130102,Sensex hits 2-year high; up 133 points; Nifty touches 6;000 mark
20130103,Nifty hits 6K after 2 years; sensex closer to 20K
20130103,Sensex gains 27 points in early trade
20130103,Sensex continues rising streak; up 51 points; Nifty ends over 6;000
20130104,Sensex down 43 points in early trade on profit-booking
20130104,Sensex sluggish; down 53 points
20130107,Sensex up 69 points in early trade
20130108,Sensex down nearly 25 points on profit-booking; global cues
20130109,Sensex up 61 points in early trade
20130110,Sensex recovers 103 points
20130111,Sensex up 176 points; Infosys surges 12%
20130112,Sensex slips 120 points after 2 weeks of gains
20130114,Sensex rallies by 163 points in late morning trade
20130115,Sensex hits 2-year high; eyes Rs 20k
20130115,Sensex hits a two-year high after GAAR deferral; nears 20;000
20130115,Sensex breaches 20;000-mark after two years; turns flat
20130115,Sensex touches 2-year high; closes just short of 20;000
20130115,Sensex touches 2-year high; closes just short of 20;000
20130116,Sensex@20k: Be selective
20130116,Sensex down 18 points in early trade
20130117,Sensex down 34 points in early morning trade
20130117,Sensex recovers 43 points
20130118,Sensex crosses 20;000 mark; oil companies' shares surge on diesel price hike
20130118,Sensex trading above 20K level on buying in refinery; PSU sectors
20130118,Sensex at fresh two-year high; oil stocks jump 19%
20130119,Sensex closes above 20k after 2 yrs
20130121,Sensex up 67 points in early trade; RIL surges over 6%
20130121,Sensex at fresh two-year high; RIL spurts 2.35 %
20130122,Results spur sensex; nifty to 2-year highs
20130122,Sensex hits 2-year high; up 25 points in early trade
20130123,Sensex up 72 points in early trade
20130124,Sensex up over 45 points in early trade
20130124,Sensex down 101 points in late morning trade
20130125,Sensex gains 53 points in early trade
20130126,Sensex gains 180 points as rate cut hopes rise
20130128,Sensex up 41 points in early trade on rate cut hopes
20130129,Sensex falls 31 points in early trade ahead of RBI policy meet
20130129,Sensex up 90 points as RBI cuts lending rate
20130130,Profit-booking pulls down sensex by 112 points
20130130,Sensex recovers over 72 points in early trade
20130131,Sensex falls 23 points in early trade
20130201,Sensex gains 42 points in early trade
20130201,Possibility of India's downgrade less than in April 2012: S&P
20130204,Sensex gains over 121 points in early trade
20130204,Sensex trims initial gains; still up 95 points
20130205,Sensex down by 88 points
20130206,Sensex recovers over 86 points in early trade
20130207,Sensex down 65 points in early trade
20130208,Sensex recovers over 51 points in early trade
20130208,Sensex down 96 points at year's lowest level; falls for 7th day
20130208,Sensex hits 2013 lows; M&M; ACC fall
20130209,Sensex drops to year's lowest level
20130211,Sensex down 16 points in early trade
20130212,Sensex up over 50 points ahead of IIP data
20130213,Reforms spur FIIs to up stakes in sensex companies
20130213,Sensex up 88 points on sustained buying
20130214,Sensex gains 20 points in early trade
20130215,Sensex down 39 points in early trade
20130216,Moody's downgrades rival S&P's parent company
20130216,Market extends losses for 3rd week; sensex down 27 points
20130218,Sensex gains 32 points in early trade
20130218,Sensex gains 33 points on selective buying
20130219,Sensex down over 17 points in early trade
20130220,BSE adds S&P brand to sensex; inks strategic pact
20130220,Sensex up over 106 points in early trade
20130221,Sensex down 140 points in early trade
20130222,Sensex dives 317 pts on Fed policy fears
20130222,Sensex down over 25 points in early trade
20130225,Sensex gains over 65 points in early trade
20130226,Sensex falls over 75 points ahead of Railway Budget
20130226,Sensex drops further by 110 points in late morning trade
20130227,Sensex dips 317 pts on Euro worries
20130227,Sensex gains 79 points in early trade
20130228,Sensex surges 163 points ahead of Budget
20130301,Union Budget 2013: Surcharge singes sensex
20130301,Union Budget 2013: Surcharge singes sensex
20130301,Sensex gains 48 points in early trade
20130304,Sensex tumbles by 126 points in late morning deals
20130304,Sensex closes 40 points down on profit-booking
20130305,Sensex regains 19k level; gains over 151 points in early trade
20130306,Sensex rises 265 points on rate cut hopes
20130306,Sensex up 78 points in late morning trade
20130307,Sensex down 7 points in late morning deals
20130308,Sensex; Nifty hit two-week high in late morning deals
20130311,Sensex up 46 points in early trade
20130311,Sensex snaps 4-day upmove; declines 37 points in volatile trade
20130312,Sensex up 36 points in early trade ahead of IIP data
20130313,Sensex down 113 points in early trade
20130314,Sensex up over 46 points in early trade
20130314,Sensex down 93 pts in late morning deals
20130315,Sensex up 99 points in early trade
20130318,Sensex down 183 points in early trade on weak Asian cues
20130319,Sensex plunges 300 points as DMK quits UPA
20130319,Sensex plunges 300 points as DMK quits UPA
20130319,Sensex dips below 19k level; plunges 350 points
20130319,Sensex plummets 224 points after DMK pulls out support to UPA govt
20130320,Sensex slides 285 points as DMK quits UPA
20130320,Sensex down 107 points in early trade
20130321,Sensex dips 124 points on reforms fears
20130321,Sensex up 103 points in early trade
20130321,Sensex down 59 points in late morning deals
20130322,Sensex down 21 points in early trade
20130325,Sensex gains 148 points in early trade
20130325,Sensex snaps losing string; recovers 107 points
20130326,Sensex dips 54 pts to a fresh 4 month low
20130326,Sensex down 60 points in early trade
20130327,Sensex snaps 7-day losing run; up 23 points
20130328,Sensex falls by 59 points
20130328,Sensex tumbles by 115 points in late morning trade
20130328,Sensex closes 131 points higher on fag-end buying
